Qualidade dos Dados:;Aprovado  ;Suspeito  ;Reprovado  ;Fora do Limite  ;Não Verificado  ;;;;;;;;;;;;;;;;;;
;Régua Seca  ;Régua Coberta  ;Rio Seco  ;Rio Cortado  ;;;;;;;;;;;;;;;;;;;
Temperatura Interna / Status da Bateria:;;  Normal  ;  Atenção  ;  Crítico  ;Não Verificado  ;;;;;;;;;;;;;;;;;;
Estação: 5 - 86720000 - ENCANTADO;;;;;;;;;;;;;;;;;;;;;;;
Data/Hora;Chuva Horária (mm);Nível adotado (cm);Vazão (m³/s);Bateria (V);Temp. Interna (ºC);;;;;;;;;;;;;;;;;;
22/03/2024 10:30;0.00;136.00;30.70;14.40;21.40;;;;;;;;;;;;;;;;;;
22/03/2024 10:15;0.00;137.00;32.00;14.40;20.20;;;;;;;;;;;;;;;;;;
22/03/2024 10:00;0.00;137.00;32.00;14.40;20.20;;;;;;;;;;;;;;;;;;
22/03/2024 09:45;0.00;138.00;33.40;14.40;20.20;;;;;;;;;;;;;;;;;;
22/03/2024 09:30;0.20;138.00;33.40;14.40;20.20;;;;;;;;;;;;;;;;;;
22/03/2024 09:15;0.00;139.00;34.70;14.10;18.90;;;;;;;;;;;;;;;;;;
22/03/2024 09:00;0.00;140.00;36.10;14.10;18.90;;;;;;;;;;;;;;;;;;
22/03/2024 08:45;0.00;140.00;36.10;14.10;18.90;;;;;;;;;;;;;;;;;;
22/03/2024 08:30;0.00;140.00;36.10;14.10;18.90;;;;;;;;;;;;;;;;;;
22/03/2024 08:15;0.00;140.00;36.10;12.90;17.60;;;;;;;;;;;;;;;;;;
22/03/2024 08:00;0.00;140.00;36.10;12.90;17.60;;;;;;;;;;;;;;;;;;
22/03/2024 07:45;0.00;140.00;36.10;12.90;17.60;;;;;;;;;;;;;;;;;;
22/03/2024 07:30;0.00;140.00;36.10;12.90;17.60;;;;;;;;;;;;;;;;;;
22/03/2024 07:15;0.00;140.00;36.10;12.80;17.30;;;;;;;;;;;;;;;;;;
22/03/2024 07:00;0.00;139.00;34.70;12.80;17.30;;;;;;;;;;;;;;;;;;
22/03/2024 06:45;0.00;139.00;34.70;12.80;17.30;;;;;;;;;;;;;;;;;;
22/03/2024 06:30;0.00;138.00;33.40;12.80;17.30;;;;;;;;;;;;;;;;;;
22/03/2024 06:15;0.00;138.00;33.40;12.80;17.60;;;;;;;;;;;;;;;;;;
22/03/2024 06:00;0.00;137.00;32.00;12.80;17.60;;;;;;;;;;;;;;;;;;
22/03/2024 05:45;0.00;136.00;30.70;12.80;17.60;;;;;;;;;;;;;;;;;;
22/03/2024 05:30;0.00;135.00;29.40;12.80;17.60;;;;;;;;;;;;;;;;;;
22/03/2024 05:15;0.00;134.00;28.20;12.80;18.00;;;;;;;;;;;;;;;;;;
22/03/2024 05:00;0.00;133.00;26.90;12.80;18.00;;;;;;;;;;;;;;;;;;
22/03/2024 04:45;0.00;132.00;25.70;12.80;18.00;;;;;;;;;;;;;;;;;;
22/03/2024 04:30;0.00;132.00;25.70;12.80;18.00;;;;;;;;;;;;;;;;;;
22/03/2024 04:15;0.00;131.00;24.50;12.80;18.30;;;;;;;;;;;;;;;;;;
22/03/2024 04:00;0.00;130.00;23.30;12.80;18.30;;;;;;;;;;;;;;;;;;
22/03/2024 03:45;0.00;130.00;23.30;12.80;18.30;;;;;;;;;;;;;;;;;;
22/03/2024 03:30;0.00;129.00;22.10;12.80;18.30;;;;;;;;;;;;;;;;;;
22/03/2024 03:15;0.00;128.00;21.00;12.60;18.40;;;;;;;;;;;;;;;;;;
22/03/2024 03:00;0.00;128.00;21.00;12.60;18.40;;;;;;;;;;;;;;;;;;
22/03/2024 02:45;0.00;128.00;21.00;12.60;18.40;;;;;;;;;;;;;;;;;;
22/03/2024 02:30;0.00;128.00;21.00;12.60;18.40;;;;;;;;;;;;;;;;;;
22/03/2024 02:15;0.00;127.00;19.80;12.90;18.50;;;;;;;;;;;;;;;;;;
22/03/2024 02:00;0.00;128.00;21.00;12.90;18.50;;;;;;;;;;;;;;;;;;
22/03/2024 01:45;0.00;127.00;19.80;12.90;18.50;;;;;;;;;;;;;;;;;;
22/03/2024 01:30;0.00;127.00;19.80;12.90;18.50;;;;;;;;;;;;;;;;;;
22/03/2024 01:15;0.00;126.00;18.70;12.90;18.60;;;;;;;;;;;;;;;;;;
22/03/2024 01:00;0.00;126.00;18.70;12.90;18.60;;;;;;;;;;;;;;;;;;
22/03/2024 00:45;0.00;126.00;18.70;12.90;18.60;;;;;;;;;;;;;;;;;;
22/03/2024 00:30;0.00;125.00;17.70;12.90;18.60;;;;;;;;;;;;;;;;;;
22/03/2024 00:15;0.00;124.00;16.60;12.90;18.80;;;;;;;;;;;;;;;;;;
22/03/2024 00:00;0.00;124.00;16.60;12.90;18.80;;;;;;;;;;;;;;;;;;
21/03/2024 23:45;0.00;123.00;15.60;12.90;18.80;;;;;;;;;;;;;;;;;;
21/03/2024 23:30;0.00;122.00;14.60;12.90;18.80;;;;;;;;;;;;;;;;;;
21/03/2024 23:15;0.00;121.00;13.60;12.90;19.40;;;;;;;;;;;;;;;;;;
21/03/2024 23:00;0.00;120.00;12.60;12.90;19.40;;;;;;;;;;;;;;;;;;
21/03/2024 22:45;0.00;119.00;11.70;12.90;19.40;;;;;;;;;;;;;;;;;;
21/03/2024 22:30;0.00;118.00;10.80;12.90;19.40;;;;;;;;;;;;;;;;;;
21/03/2024 22:15;0.00;116.00;9.10;12.90;19.90;;;;;;;;;;;;;;;;;;
21/03/2024 22:00;0.00;115.00;8.20;12.90;19.90;;;;;;;;;;;;;;;;;;
21/03/2024 21:45;0.00;114.00;7.40;12.90;19.90;;;;;;;;;;;;;;;;;;
21/03/2024 21:30;0.00;114.00;7.40;12.90;19.90;;;;;;;;;;;;;;;;;;
21/03/2024 21:15;0.00;113.00;6.70;12.90;20.10;;;;;;;;;;;;;;;;;;
21/03/2024 21:00;0.00;113.00;6.70;12.90;20.10;;;;;;;;;;;;;;;;;;
21/03/2024 20:45;0.00;113.00;6.70;12.90;20.10;;;;;;;;;;;;;;;;;;
21/03/2024 20:30;0.00;113.00;6.70;12.90;20.10;;;;;;;;;;;;;;;;;;
21/03/2024 20:15;0.00;113.00;6.70;13.00;21.00;;;;;;;;;;;;;;;;;;
21/03/2024 20:00;0.00;114.00;7.40;13.00;21.00;;;;;;;;;;;;;;;;;;
21/03/2024 19:45;0.00;114.00;7.40;13.00;21.00;;;;;;;;;;;;;;;;;;
21/03/2024 19:30;0.40;114.00;7.40;13.00;21.00;;;;;;;;;;;;;;;;;;
21/03/2024 19:15;0.20;114.00;7.40;13.40;22.60;;;;;;;;;;;;;;;;;;
21/03/2024 19:00;0.00;114.00;7.40;13.40;22.60;;;;;;;;;;;;;;;;;;
21/03/2024 18:45;0.00;114.00;7.40;13.40;22.60;;;;;;;;;;;;;;;;;;
21/03/2024 18:30;0.00;115.00;8.20;13.40;22.60;;;;;;;;;;;;;;;;;;
21/03/2024 18:15;0.00;115.00;8.20;13.60;23.00;;;;;;;;;;;;;;;;;;
21/03/2024 18:00;0.00;116.00;9.10;13.60;23.00;;;;;;;;;;;;;;;;;;
21/03/2024 17:45;0.00;116.00;9.10;13.60;23.00;;;;;;;;;;;;;;;;;;
21/03/2024 17:30;0.00;116.00;9.10;13.60;23.00;;;;;;;;;;;;;;;;;;
21/03/2024 17:15;0.00;116.00;9.10;13.70;22.80;;;;;;;;;;;;;;;;;;
21/03/2024 17:00;0.00;117.00;9.90;13.70;22.80;;;;;;;;;;;;;;;;;;
21/03/2024 16:45;0.00;117.00;9.90;13.70;22.80;;;;;;;;;;;;;;;;;;
21/03/2024 16:30;0.00;117.00;9.90;13.70;22.80;;;;;;;;;;;;;;;;;;
21/03/2024 16:15;0.00;117.00;9.90;13.70;22.80;;;;;;;;;;;;;;;;;;
