Data;Hora;Chuva (mm);Nível (cm);Vazão (m3/s);
13/06/2024;03:00:00;0             ;244             ;306.08;
13/06/2024;03:15:00;0             ;243             ;303.51;
13/06/2024;03:30:00;0             ;242             ;300.95;
13/06/2024;03:45:00;0             ;242             ;300.95;
13/06/2024;04:00:00;0             ;240             ;295.85;
13/06/2024;04:15:00;0             ;238             ;290.78;
13/06/2024;04:30:00;0             ;239             ;293.31;
13/06/2024;04:45:00;0             ;237             ;288.25;
13/06/2024;05:00:00;0             ;237             ;288.25;
13/06/2024;05:15:00;0             ;236             ;285.74;
13/06/2024;05:30:00;0             ;235             ;283.81;
13/06/2024;05:45:00;0             ;234             ;281.27;
13/06/2024;06:00:00;0             ;234             ;281.27;
13/06/2024;06:15:00;0             ;232             ;276.22;
13/06/2024;06:30:00;0             ;231             ;273.71;
13/06/2024;06:45:00;0             ;229             ;268.73;
13/06/2024;07:00:00;0             ;230             ;271.22;
13/06/2024;07:15:00;0             ;230             ;271.22;
13/06/2024;07:30:00;0             ;229             ;268.73;
13/06/2024;07:45:00;0             ;228             ;266.26;
13/06/2024;08:00:00;0             ;227             ;263.79;
13/06/2024;08:15:00;0             ;225             ;258.9;
13/06/2024;08:30:00;0             ;224             ;256.47;
13/06/2024;08:45:00;0             ;226             ;261.34;
13/06/2024;09:00:00;0             ;224             ;256.47;
13/06/2024;09:15:00;0             ;224             ;256.47;
13/06/2024;09:30:00;0             ;222             ;251.64;
13/06/2024;09:45:00;0             ;222             ;251.64;
13/06/2024;10:00:00;0             ;222             ;251.64;
13/06/2024;10:15:00;0             ;221             ;249.25;
13/06/2024;10:30:00;0             ;222             ;251.64;
13/06/2024;10:45:00;0             ;221             ;249.25;
13/06/2024;11:00:00;0             ;220             ;246.86;
13/06/2024;11:15:00;0             ;221             ;249.25;
13/06/2024;11:30:00;0             ;221             ;249.25;
13/06/2024;11:45:00;0             ;222             ;251.64;
13/06/2024;12:00:00;0             ;222             ;251.64;
13/06/2024;12:15:00;0             ;222             ;251.64;
13/06/2024;12:30:00;0             ;222             ;251.64;
13/06/2024;12:45:00;0             ;222             ;251.64;
13/06/2024;13:00:00;0             ;222             ;251.64;
13/06/2024;13:15:00;0             ;222             ;251.64;
13/06/2024;13:30:00;0             ;222             ;251.64;
13/06/2024;13:45:00;0             ;222             ;251.64;
13/06/2024;14:00:00;0             ;222             ;251.64;
13/06/2024;14:15:00;0             ;222             ;251.64;
13/06/2024;14:30:00;0             ;222             ;251.64;
13/06/2024;14:45:00;0             ;223             ;254.05;
13/06/2024;15:00:00;0             ;223             ;254.05;
13/06/2024;15:15:00;0             ;222             ;251.64;
13/06/2024;15:30:00;0             ;223             ;254.05;
13/06/2024;15:45:00;0             ;223             ;254.05;
13/06/2024;16:00:00;0             ;223             ;254.05;
13/06/2024;16:15:00;0             ;222             ;251.64;
13/06/2024;16:30:00;0             ;220             ;246.86;
13/06/2024;16:45:00;0             ;223             ;254.05;
13/06/2024;17:00:00;0             ;223             ;254.05;
13/06/2024;17:15:00;0             ;223             ;254.05;
13/06/2024;17:30:00;0             ;223             ;254.05;
13/06/2024;17:45:00;0             ;223             ;254.05;
13/06/2024;18:00:00;0             ;224             ;256.47;
13/06/2024;18:15:00;0             ;224             ;256.47;
13/06/2024;18:30:00;0             ;224             ;256.47;
13/06/2024;18:45:00;0             ;224             ;256.47;
13/06/2024;19:00:00;0             ;225             ;258.9;
13/06/2024;19:15:00;0             ;225             ;258.9;
13/06/2024;19:30:00;0             ;226             ;261.34;
13/06/2024;19:45:00;0             ;226             ;261.34;
13/06/2024;20:00:00;0             ;227             ;263.79;
13/06/2024;20:15:00;0             ;228             ;266.26;
13/06/2024;20:30:00;0             ;228             ;266.26;
13/06/2024;20:45:00;0             ;229             ;268.73;
13/06/2024;21:00:00;0             ;229             ;268.73;
13/06/2024;21:15:00;0             ;229             ;268.73;
13/06/2024;21:30:00;0             ;230             ;271.22;
13/06/2024;21:45:00;0             ;230             ;271.22;
13/06/2024;22:00:00;0             ;229             ;268.73;
13/06/2024;22:15:00;0             ;230             ;271.22;
13/06/2024;22:30:00;0             ;230             ;271.22;
13/06/2024;22:45:00;0             ;229             ;268.73;
13/06/2024;23:00:00;0             ;229             ;268.73;
13/06/2024;23:15:00;0             ;228             ;266.26;
13/06/2024;23:30:00;0             ;228             ;266.26;
13/06/2024;23:45:00;0             ;228             ;266.26;
14/06/2024;00:00:00;0             ;227             ;263.79;
14/06/2024;00:15:00;0             ;226             ;261.34;
14/06/2024;00:30:00;0             ;226             ;261.34;
14/06/2024;00:45:00;0             ;225             ;258.9;
14/06/2024;01:00:00;0             ;225             ;258.9;
14/06/2024;01:15:00;0             ;224             ;256.47;
14/06/2024;01:30:00;0             ;223             ;254.05;
14/06/2024;01:45:00;0             ;223             ;254.05;
14/06/2024;02:00:00;0             ;223             ;254.05;
14/06/2024;02:15:00;0             ;222             ;251.64;
14/06/2024;02:30:00;0             ;222             ;251.64;
14/06/2024;02:45:00;0             ;221             ;249.25;
14/06/2024;03:00:00;0             ;221             ;249.25;
14/06/2024;03:15:00;0             ;220             ;246.86;
14/06/2024;03:30:00;0             ;220             ;246.86;
14/06/2024;03:45:00;0             ;220             ;246.86;
14/06/2024;04:00:00;0             ;219             ;244.49;
14/06/2024;04:15:00;0             ;219             ;244.49;
14/06/2024;04:30:00;0             ;219             ;244.49;
14/06/2024;04:45:00;0             ;218             ;242.12;
14/06/2024;05:00:00;0             ;218             ;242.12;
14/06/2024;05:15:00;0             ;218             ;242.12;
14/06/2024;05:30:00;0             ;218             ;242.12;
14/06/2024;05:45:00;0             ;218             ;242.12;
14/06/2024;06:00:00;0             ;218             ;242.12;
14/06/2024;06:15:00;0             ;218             ;242.12;
14/06/2024;06:30:00;0             ;217             ;239.77;
14/06/2024;06:45:00;0             ;217             ;239.77;
14/06/2024;07:00:00;0             ;218             ;242.12;
14/06/2024;07:15:00;0             ;218             ;242.12;
14/06/2024;07:30:00;0             ;218             ;242.12;
14/06/2024;07:45:00;0             ;218             ;242.12;
14/06/2024;08:00:00;0             ;219             ;244.49;
14/06/2024;08:15:00;0             ;219             ;244.49;
14/06/2024;08:30:00;0             ;220             ;246.86;
14/06/2024;08:45:00;0             ;220             ;246.86;
14/06/2024;09:00:00;0             ;221             ;249.25;
14/06/2024;09:15:00;0.2             ;221             ;249.25;
14/06/2024;09:30:00;0             ;222             ;251.64;
14/06/2024;09:45:00;0             ;223             ;254.05;
14/06/2024;10:00:00;0             ;223             ;254.05;
14/06/2024;10:15:00;0             ;224             ;256.47;
14/06/2024;10:30:00;0             ;224             ;256.47;
14/06/2024;10:45:00;0             ;225             ;258.9;
14/06/2024;11:00:00;0             ;226             ;261.34;
14/06/2024;11:15:00;0             ;226             ;261.34;
14/06/2024;11:30:00;0             ;227             ;263.79;
14/06/2024;11:45:00;0             ;228             ;266.26;
14/06/2024;12:00:00;0             ;228             ;266.26;
14/06/2024;12:15:00;0             ;229             ;268.73;
14/06/2024;12:30:00;0             ;229             ;268.73;
14/06/2024;12:45:00;0             ;230             ;271.22;
14/06/2024;13:00:00;0             ;230             ;271.22;
14/06/2024;13:15:00;0             ;231             ;273.71;
14/06/2024;13:30:00;0             ;231             ;273.71;
14/06/2024;13:45:00;0             ;232             ;276.22;
14/06/2024;14:00:00;0             ;231             ;273.71;
14/06/2024;14:15:00;0             ;232             ;276.22;
14/06/2024;14:30:00;0             ;231             ;273.71;
14/06/2024;14:45:00;0             ;231             ;273.71;
14/06/2024;15:00:00;0             ;231             ;273.71;
14/06/2024;15:15:00;0             ;230             ;271.22;
14/06/2024;15:30:00;0             ;225             ;258.9;
14/06/2024;15:45:00;0             ;225             ;258.9;
14/06/2024;16:00:00;0             ;224             ;256.47;
14/06/2024;16:15:00;0             ;224             ;256.47;
14/06/2024;16:30:00;0             ;221             ;249.25;
14/06/2024;16:45:00;0             ;216             ;237.43;
14/06/2024;17:00:00;0             ;217             ;239.77;
14/06/2024;17:15:00;0             ;214             ;232.78;
14/06/2024;17:30:00;0             ;212             ;228.17;
14/06/2024;17:45:00;0             ;209             ;221.35;
14/06/2024;18:00:00;0             ;207             ;216.86;
14/06/2024;18:15:00;0             ;204             ;210.2;
14/06/2024;18:30:00;0             ;200             ;201.48;
14/06/2024;18:45:00;0             ;196             ;192.94;
14/06/2024;19:00:00;0             ;194             ;188.74;
14/06/2024;19:15:00;0             ;193             ;186.66;
14/06/2024;19:30:00;0             ;191             ;182.52;
14/06/2024;19:45:00;0             ;188             ;176.4;
14/06/2024;20:00:00;0             ;185             ;170.38;
14/06/2024;20:15:00;0             ;183             ;166.43;
14/06/2024;20:30:00;0             ;181             ;162.52;
14/06/2024;20:45:00;0             ;178             ;156.73;
14/06/2024;21:00:00;0             ;176             ;152.94;
14/06/2024;21:15:00;0             ;174             ;149.18;
14/06/2024;21:30:00;0             ;171             ;143.64;
14/06/2024;21:45:00;0             ;169             ;140;
14/06/2024;22:00:00;0             ;167             ;136.4;
14/06/2024;22:15:00;0             ;165             ;132.85;
14/06/2024;22:30:00;0             ;163             ;129.35;
14/06/2024;22:45:00;0             ;161             ;125.89;
14/06/2024;23:00:00;0             ;160             ;124.18;
14/06/2024;23:15:00;0             ;158             ;120.79;
14/06/2024;23:30:00;0             ;156             ;117.44;
14/06/2024;23:45:00;0             ;154             ;114.14;
15/06/2024;00:00:00;0             ;153             ;112.51;
15/06/2024;00:15:00;0             ;151             ;109.28;
15/06/2024;00:30:00;0             ;150             ;107.68;
15/06/2024;00:45:00;0             ;148             ;104.52;
15/06/2024;01:00:00;0             ;147             ;102.95;
15/06/2024;01:15:00;0             ;146             ;101.4;
15/06/2024;01:30:00;0             ;144             ;98.33;
15/06/2024;01:45:00;0             ;143             ;96.81;
15/06/2024;02:00:00;0             ;142             ;95.3;
15/06/2024;02:15:00;0             ;140             ;92.75;
15/06/2024;02:30:00;0             ;140             ;92.75;
15/06/2024;02:45:00;0             ;139             ;91.5;
15/06/2024;03:00:00;0             ;138             ;90.25;
15/06/2024;03:15:00;0             ;135             ;86.56;
15/06/2024;03:30:00;0             ;135             ;86.56;
15/06/2024;03:45:00;0             ;135             ;86.56;
15/06/2024;04:00:00;0             ;134             ;85.34;
15/06/2024;04:15:00;0             ;133             ;84.13;
15/06/2024;04:30:00;0             ;129             ;79.35;
15/06/2024;04:45:00;0             ;128             ;78.17;
15/06/2024;05:00:00;0             ;127             ;77.01;
15/06/2024;05:15:00;0             ;127             ;77.01;
15/06/2024;05:30:00;0             ;127             ;77.01;
15/06/2024;05:45:00;0             ;126             ;75.84;
15/06/2024;06:00:00;0             ;125             ;74.69;
15/06/2024;06:15:00;0             ;124             ;73.54;
15/06/2024;06:30:00;0             ;124             ;73.54;
15/06/2024;06:45:00;0             ;124             ;73.54;
15/06/2024;07:00:00;0             ;125             ;74.69;
15/06/2024;07:15:00;0             ;128             ;78.17;
15/06/2024;07:30:00;0             ;127             ;77.01;
15/06/2024;07:45:00;0             ;128             ;78.17;
15/06/2024;08:00:00;0             ;127             ;77.01;
15/06/2024;08:15:00;0             ;128             ;78.17;
15/06/2024;08:30:00;0             ;128             ;78.17;
15/06/2024;08:45:00;0             ;127             ;77.01;
15/06/2024;09:00:00;0             ;129             ;79.35;
15/06/2024;09:15:00;0             ;129             ;79.35;
15/06/2024;09:30:00;0             ;126             ;75.84;
15/06/2024;09:45:00;0             ;128             ;78.17;
15/06/2024;10:00:00;0             ;129             ;79.35;
15/06/2024;10:15:00;0             ;133             ;84.13;
15/06/2024;10:30:00;0             ;135             ;86.56;
15/06/2024;10:45:00;0             ;136             ;87.78;
15/06/2024;11:00:00;0             ;137             ;89.01;
15/06/2024;11:15:00;0             ;139             ;91.5;
15/06/2024;11:30:00;0             ;141             ;93.8;
15/06/2024;11:45:00;0             ;138             ;90.25;
15/06/2024;12:00:00;0             ;140             ;92.75;
15/06/2024;12:15:00;0             ;141             ;93.8;
15/06/2024;12:30:00;0             ;142             ;95.3;
15/06/2024;12:45:00;0             ;146             ;101.4;
15/06/2024;13:00:00;0             ;147             ;102.95;
15/06/2024;13:15:00;0             ;147             ;102.95;
15/06/2024;13:30:00;0             ;148             ;104.52;
15/06/2024;13:45:00;0             ;149             ;106.09;
15/06/2024;14:00:00;0             ;149             ;106.09;
15/06/2024;14:15:00;0             ;149             ;106.09;
15/06/2024;14:30:00;0             ;149             ;106.09;
15/06/2024;14:45:00;0             ;150             ;107.68;
15/06/2024;15:00:00;1             ;150             ;107.68;
15/06/2024;15:15:00;0.2             ;150             ;107.68;
15/06/2024;15:30:00;1.2             ;150             ;107.68;
15/06/2024;15:45:00;2.6             ;151             ;109.28;
15/06/2024;16:00:00;1             ;150             ;107.68;
15/06/2024;16:15:00;0.2             ;150             ;107.68;
15/06/2024;16:30:00;0.2             ;150             ;107.68;
15/06/2024;16:45:00;0.2             ;150             ;107.68;
15/06/2024;17:00:00;0             ;150             ;107.68;
15/06/2024;17:15:00;0             ;149             ;106.09;
15/06/2024;17:30:00;0.2             ;149             ;106.09;
15/06/2024;17:45:00;0             ;149             ;106.09;
15/06/2024;18:00:00;0             ;148             ;104.52;
15/06/2024;18:15:00;0             ;148             ;104.52;
15/06/2024;18:30:00;0.2             ;148             ;104.52;
15/06/2024;18:45:00;0.6             ;147             ;102.95;
15/06/2024;19:00:00;0.2             ;147             ;102.95;
15/06/2024;19:15:00;0.2             ;147             ;102.95;
15/06/2024;19:30:00;0.8             ;147             ;102.95;
15/06/2024;19:45:00;0.4             ;146             ;101.4;
15/06/2024;20:00:00;0.8             ;147             ;102.95;
15/06/2024;20:15:00;1.6             ;147             ;102.95;
15/06/2024;20:30:00;3.8             ;147             ;102.95;
15/06/2024;20:45:00;3.2             ;147             ;102.95;
15/06/2024;21:00:00;1.4             ;147             ;102.95;
15/06/2024;21:15:00;3.4             ;147             ;102.95;
15/06/2024;21:30:00;1.8             ;147             ;102.95;
15/06/2024;21:45:00;0.2             ;146             ;101.4;
15/06/2024;22:00:00;1             ;146             ;101.4;
15/06/2024;22:15:00;0.4             ;146             ;101.4;
15/06/2024;22:30:00;0             ;146             ;101.4;
15/06/2024;22:45:00;0             ;146             ;101.4;
15/06/2024;23:00:00;0             ;146             ;101.4;
15/06/2024;23:15:00;0             ;146             ;101.4;
15/06/2024;23:30:00;0             ;146             ;101.4;
15/06/2024;23:45:00;0.2             ;146             ;101.4;
16/06/2024;00:00:00;0             ;147             ;102.95;
16/06/2024;00:15:00;0             ;146             ;101.4;
16/06/2024;00:30:00;0             ;147             ;102.95;
16/06/2024;00:45:00;0.2             ;148             ;104.52;
16/06/2024;01:00:00;1.2             ;148             ;104.52;
16/06/2024;01:15:00;3.4             ;145             ;99.86;
16/06/2024;01:30:00;0             ;148             ;104.52;
16/06/2024;01:45:00;0             ;148             ;104.52;
16/06/2024;02:00:00;0             ;148             ;104.52;
16/06/2024;02:15:00;0             ;147             ;102.95;
16/06/2024;02:30:00;0             ;149             ;106.09;
16/06/2024;02:45:00;0             ;149             ;106.09;
16/06/2024;03:00:00;0             ;150             ;107.68;
16/06/2024;03:15:00;0             ;150             ;107.68;
16/06/2024;03:30:00;0             ;151             ;109.28;
16/06/2024;03:45:00;0             ;152             ;110.89;
16/06/2024;04:00:00;0.2             ;154             ;114.14;
16/06/2024;04:15:00;0.4             ;156             ;117.44;
16/06/2024;04:30:00;1.8             ;160             ;124.18;
16/06/2024;04:45:00;2             ;165             ;132.85;
16/06/2024;05:00:00;1.2             ;172             ;145.48;
16/06/2024;05:15:00;1             ;179             ;158.65;
16/06/2024;05:30:00;0.2             ;188             ;176.4;
16/06/2024;05:45:00;0.4             ;198             ;197.19;
16/06/2024;06:00:00;0             ;207             ;216.86;
16/06/2024;06:15:00;0.2             ;214             ;232.78;
16/06/2024;06:30:00;0             ;225             ;258.9;
16/06/2024;06:45:00;0.2             ;235             ;283.81;
16/06/2024;07:00:00;0.2             ;243             ;303.51;
16/06/2024;07:15:00;0             ;250             ;321.64;
16/06/2024;07:30:00;0             ;256             ;337.47;
16/06/2024;07:45:00;0.4             ;261             ;350.86;
16/06/2024;08:00:00;1.2             ;266             ;364.42;
16/06/2024;08:15:00;1.6             ;270             ;375.4;
16/06/2024;08:30:00;1.2             ;274             ;386.49;
16/06/2024;08:45:00;1.8             ;277             ;394.88;
16/06/2024;09:00:00;2.8             ;279             ;400.5;
16/06/2024;09:15:00;3             ;282             ;408.99;
16/06/2024;09:30:00;1.8             ;284             ;414.69;
16/06/2024;09:45:00;0.6             ;287             ;423.28;
16/06/2024;10:00:00;2.8             ;289             ;429.04;
16/06/2024;10:15:00;1.4             ;292             ;437.73;
16/06/2024;10:30:00;1             ;296             ;449.42;
16/06/2024;10:45:00;0.2             ;301             ;464.17;
16/06/2024;11:00:00;0.4             ;306             ;479.08;
16/06/2024;11:15:00;1             ;311             ;495.76;
16/06/2024;11:30:00;1.2             ;318             ;518.06;
16/06/2024;11:45:00;1.2             ;327             ;547.19;
16/06/2024;12:00:00;1.6             ;337             ;580.16;
16/06/2024;12:15:00;3.6             ;346             ;610.36;
16/06/2024;12:30:00;2             ;354             ;637.62;
16/06/2024;12:45:00;1.6             ;367             ;682.74;
16/06/2024;13:00:00;0.6             ;378             ;721.68;
16/06/2024;13:15:00;0             ;389             ;761.32;
16/06/2024;13:30:00;0.8             ;401             ;805.34;
16/06/2024;13:45:00;2             ;414             ;853.92;
16/06/2024;14:00:00;3.8             ;425             ;895.75;
16/06/2024;14:15:00;6.6             ;439             ;949.9;
16/06/2024;14:30:00;5             ;452             ;1,001.11;
16/06/2024;14:45:00;5             ;465             ;1,053.18;
16/06/2024;15:00:00;5.8             ;481             ;1,118.42;
16/06/2024;15:15:00;5.2             ;498             ;1,189.13;
16/06/2024;15:30:00;4.6             ;521             ;1,287;
16/06/2024;15:45:00;6             ;545             ;1,391.76;
16/06/2024;16:00:00;2.6             ;569             ;1,499.14;
16/06/2024;16:15:00;4.2             ;593             ;1,590.82;
16/06/2024;16:30:00;2.8             ;622             ;1,707.89;
16/06/2024;16:45:00;1             ;651             ;1,827.52;
16/06/2024;17:00:00;0.4             ;671             ;1,911.48;
16/06/2024;17:15:00;2.6             ;704             ;2,052.56;
16/06/2024;17:30:00;2.2             ;740             ;2,209.98;
16/06/2024;17:45:00;2.4             ;778             ;2,380.03;
16/06/2024;18:00:00;4             ;824             ;2,591.06;
16/06/2024;18:15:00;3             ;868             ;2,798.05;
16/06/2024;18:30:00;1.8             ;906             ;2,980.77;
16/06/2024;18:45:00;1.2             ;941             ;3,152.21;
16/06/2024;19:00:00;0.6             ;975             ;3,321.58;
16/06/2024;19:15:00;0.4             ;1,000             ;3,447.87;
16/06/2024;19:30:00;0             ;1,024             ;3,570.48;
16/06/2024;19:45:00;0.2             ;1,049             ;3,699.61;
16/06/2024;20:00:00;0             ;1,067             ;3,793.47;
16/06/2024;20:15:00;0             ;1,092             ;3,925.03;
16/06/2024;20:30:00;0             ;1,109             ;4,015.29;
16/06/2024;20:45:00;0             ;1,129             ;4,122.29;
16/06/2024;21:00:00;0             ;1,146             ;4,213.93;
16/06/2024;21:15:00;0             ;1,165             ;4,317.08;
16/06/2024;21:30:00;0.8             ;1,177             ;4,382.63;
16/06/2024;21:45:00;1             ;1,190             ;4,454;
16/06/2024;22:00:00;0.2             ;1,201             ;4,514.66;
16/06/2024;22:15:00;0.2             ;1,211             ;4,570.03;
16/06/2024;22:30:00;0             ;1,222             ;4,631.18;
16/06/2024;22:45:00;0             ;1,227             ;4,659.05;
16/06/2024;23:00:00;0             ;1,233             ;4,692.58;
16/06/2024;23:15:00;0             ;1,245             ;4,759.85;
16/06/2024;23:30:00;0             ;1,251             ;4,793.59;
16/06/2024;23:45:00;0.2             ;1,262             ;4,855.65;
17/06/2024;00:00:00;0             ;1,274             ;4,923.64;
17/06/2024;00:15:00;0             ;1,281             ;4,963.44;
17/06/2024;00:30:00;0             ;1,291             ;5,020.46;
17/06/2024;00:45:00;0.4             ;1,302             ;5,083.42;
17/06/2024;01:00:00;0.2             ;1,311             ;5,135.11;
17/06/2024;01:15:00;0.2             ;1,322             ;5,198.51;
17/06/2024;01:30:00;0             ;1,334             ;5,267.95;
17/06/2024;01:45:00;0             ;1,348             ;5,349.33;
17/06/2024;02:00:00;0             ;1,357             ;5,401.85;
17/06/2024;02:15:00;0.2             ;1,369             ;5,472.12;
17/06/2024;02:30:00;0.2             ;1,379             ;5,530.9;
17/06/2024;02:45:00;0.2             ;1,390             ;5,595.78;
17/06/2024;03:00:00;0.2             ;1,401             ;5,660.89;
17/06/2024;03:15:00;0             ;1,415             ;5,744.11;
17/06/2024;03:30:00;0             ;1,423             ;5,791.83;
17/06/2024;03:45:00;0             ;1,438             ;5,881.63;
17/06/2024;04:00:00;0             ;1,442             ;5,905.65;
17/06/2024;04:15:00;0             ;1,449             ;5,947.76;
17/06/2024;04:30:00;0             ;1,457             ;5,996;
17/06/2024;04:45:00;0             ;1,465             ;6,044.37;
17/06/2024;05:00:00;0             ;1,476             ;6,111.06;
17/06/2024;05:15:00;0             ;1,485             ;6,165.8;
17/06/2024;05:30:00;0             ;1,499             ;6,251.24;
17/06/2024;05:45:00;0             ;1,511             ;6,324.78;
17/06/2024;06:00:00;0             ;1,516             ;6,355.49;
17/06/2024;06:15:00;0             ;1,529             ;6,435.58;
17/06/2024;06:30:00;0             ;1,540             ;6,503.58;
17/06/2024;06:45:00;0             ;1,549             ;6,559.39;
17/06/2024;07:00:00;0             ;1,566             ;6,665.21;
17/06/2024;07:15:00;0             ;1,573             ;6,708.93;
17/06/2024;07:30:00;0             ;1,587             ;6,796.65;
17/06/2024;07:45:00;0             ;1,602             ;6,891.02;
17/06/2024;08:00:00;0             ;1,610             ;6,941.52;
17/06/2024;08:15:00;0             ;1,625             ;7,036.52;
17/06/2024;08:30:00;0             ;1,634             ;7,093.71;
17/06/2024;08:45:00;0             ;1,650             ;7,195.73;
17/06/2024;09:00:00;0             ;1,660             ;7,259.73;
17/06/2024;09:15:00;0             ;1,666             ;7,298.21;
17/06/2024;09:30:00;0             ;1,682             ;7,401.14;
17/06/2024;09:45:00;0             ;1,692             ;7,465.7;
17/06/2024;10:00:00;0             ;1,701             ;7,523.95;
17/06/2024;10:15:00;0             ;1,706             ;7,556.38;
17/06/2024;10:30:00;0             ;1,715             ;7,614.85;
17/06/2024;10:45:00;0             ;1,721             ;7,653.91;
17/06/2024;11:00:00;0             ;1,730             ;7,712.61;
17/06/2024;11:15:00;0             ;1,732             ;7,725.68;
17/06/2024;11:30:00;0             ;1,744             ;7,804.21;
17/06/2024;11:45:00;0             ;1,749             ;7,837;
17/06/2024;12:00:00;0             ;1,753             ;7,863.27;
17/06/2024;12:15:00;0             ;1,755             ;7,876.41;
17/06/2024;12:30:00;0             ;1,763             ;7,929.06;
17/06/2024;12:45:00;0             ;1,763             ;7,929.06;
17/06/2024;13:00:00;0             ;1,762             ;7,922.47;
17/06/2024;13:15:00;0             ;1,769             ;7,968.61;
17/06/2024;13:30:00;0             ;1,766             ;7,948.83;
17/06/2024;13:45:00;0             ;1,768             ;7,962.01;
17/06/2024;14:00:00;0             ;1,765             ;7,942.23;
17/06/2024;14:15:00;0             ;1,764             ;7,935.65;
17/06/2024;14:30:00;0             ;1,766             ;7,948.83;
17/06/2024;14:45:00;0             ;1,762             ;7,922.47;
17/06/2024;15:00:00;0             ;1,763             ;7,929.06;
17/06/2024;15:15:00;0             ;1,759             ;7,902.72;
17/06/2024;15:30:00;0             ;1,756             ;7,882.99;
17/06/2024;15:45:00;0             ;1,751             ;7,850.13;
17/06/2024;16:00:00;0             ;1,742             ;7,791.1;
17/06/2024;16:15:00;0             ;1,740             ;7,778.01;
17/06/2024;16:30:00;0             ;1,737             ;7,758.37;
17/06/2024;16:45:00;0             ;1,737             ;7,758.37;
17/06/2024;17:00:00;0             ;1,731             ;7,719.14;
17/06/2024;17:15:00;0             ;1,725             ;7,679.98;
17/06/2024;17:30:00;0             ;1,718             ;7,634.37;
17/06/2024;17:45:00;0             ;1,711             ;7,588.84;
17/06/2024;18:00:00;0             ;1,704             ;7,543.4;
17/06/2024;18:15:00;0             ;1,696             ;7,491.57;
17/06/2024;18:30:00;0             ;1,692             ;7,465.7;
17/06/2024;18:45:00;0             ;1,686             ;7,426.95;
17/06/2024;19:00:00;0             ;1,677             ;7,368.93;
17/06/2024;19:15:00;0             ;1,672             ;7,336.76;
17/06/2024;19:30:00;0             ;1,665             ;7,291.79;
17/06/2024;19:45:00;0             ;1,654             ;7,221.31;
17/06/2024;20:00:00;0             ;1,647             ;7,176.57;
17/06/2024;20:15:00;0             ;1,642             ;7,144.66;
17/06/2024;20:30:00;0             ;1,633             ;7,087.35;
17/06/2024;20:45:00;0             ;1,622             ;7,017.49;
17/06/2024;21:00:00;0.2             ;1,619             ;6,998.47;
17/06/2024;21:15:00;0             ;1,611             ;6,947.84;
17/06/2024;21:30:00;0             ;1,607             ;6,922.57;
17/06/2024;21:45:00;0             ;1,593             ;6,834.35;
17/06/2024;22:00:00;0             ;1,590             ;6,815.49;
17/06/2024;22:15:00;0             ;1,583             ;6,771.55;
17/06/2024;22:30:00;0             ;1,575             ;6,721.44;
17/06/2024;22:45:00;0             ;1,567             ;6,671.45;
17/06/2024;23:00:00;0             ;1,556             ;6,602.9;
17/06/2024;23:15:00;0.2             ;1,553             ;6,584.24;
17/06/2024;23:30:00;0             ;1,540             ;6,503.58;
17/06/2024;23:45:00;0             ;1,534             ;6,466.46;
18/06/2024;00:00:00;0             ;1,528             ;6,429.41;
18/06/2024;00:15:00;0             ;1,523             ;6,398.58;
18/06/2024;00:30:00;0.2             ;1,512             ;6,330.92;
18/06/2024;00:45:00;0             ;1,505             ;6,287.98;
18/06/2024;01:00:00;0             ;1,497             ;6,239.02;
18/06/2024;01:15:00;0.2             ;1,487             ;6,177.98;
18/06/2024;01:30:00;0.2             ;1,483             ;6,153.62;
18/06/2024;01:45:00;0.4             ;1,475             ;6,104.99;
18/06/2024;02:00:00;0.2             ;1,468             ;6,062.53;
18/06/2024;02:15:00;0.2             ;1,459             ;6,008.08;
18/06/2024;02:30:00;0.4             ;1,448             ;5,941.74;
18/06/2024;02:45:00;0.2             ;1,440             ;5,893.64;
18/06/2024;03:00:00;0.4             ;1,434             ;5,857.64;
18/06/2024;03:15:00;0.2             ;1,428             ;5,821.72;
18/06/2024;03:30:00;0.6             ;1,420             ;5,773.92;
18/06/2024;03:45:00;0.6             ;1,408             ;5,702.45;
18/06/2024;04:00:00;0.4             ;1,402             ;5,666.83;
18/06/2024;04:15:00;0.8             ;1,396             ;5,631.27;
18/06/2024;04:30:00;0             ;1,387             ;5,578.06;
18/06/2024;04:45:00;0             ;1,376             ;5,513.24;
18/06/2024;05:00:00;0             ;1,371             ;5,483.86;
18/06/2024;05:15:00;0.2             ;1,363             ;5,436.95;
18/06/2024;05:30:00;0             ;1,353             ;5,378.49;
18/06/2024;05:45:00;0             ;1,345             ;5,331.86;
18/06/2024;06:00:00;0             ;1,337             ;5,285.36;
18/06/2024;06:15:00;0             ;1,326             ;5,221.63;
18/06/2024;06:30:00;0             ;1,318             ;5,175.43;
18/06/2024;06:45:00;0             ;1,311             ;5,135.11;
18/06/2024;07:00:00;0             ;1,305             ;5,100.63;
18/06/2024;07:15:00;0             ;1,298             ;5,060.49;
18/06/2024;07:30:00;0             ;1,288             ;5,003.33;
18/06/2024;07:45:00;0             ;1,279             ;4,952.06;
18/06/2024;08:00:00;0             ;1,274             ;4,923.64;
18/06/2024;08:15:00;0             ;1,267             ;4,883.95;
18/06/2024;08:30:00;0             ;1,266             ;4,878.28;
18/06/2024;08:45:00;0             ;1,255             ;4,816.13;
18/06/2024;09:00:00;0             ;1,251             ;4,793.59;
