Data;Hora;Chuva (mm);Nível (cm);Vazão (m3/s);
23/05/2024;12:45:00;0.4             ;420             ;876.65;
23/05/2024;13:00:00;0.8             ;421             ;880.46;
23/05/2024;13:15:00;0.6             ;420             ;876.65;
23/05/2024;13:30:00;1             ;421             ;880.46;
23/05/2024;13:45:00;2.2             ;421             ;880.46;
23/05/2024;14:00:00;2             ;422             ;884.28;
23/05/2024;14:15:00;1             ;423             ;888.09;
23/05/2024;14:30:00;1.4             ;425             ;895.75;
23/05/2024;14:45:00;0.8             ;425             ;895.75;
23/05/2024;15:00:00;1.4             ;426             ;899.58;
23/05/2024;15:15:00;1             ;429             ;911.11;
23/05/2024;15:30:00;0.6             ;430             ;914.97;
23/05/2024;15:45:00;2             ;433             ;926.57;
23/05/2024;16:00:00;1.6             ;435             ;934.33;
23/05/2024;16:15:00;0             ;437             ;942.1;
23/05/2024;16:30:00;2.2             ;440             ;953.81;
23/05/2024;16:45:00;2.8             ;441             ;957.73;
23/05/2024;17:00:00;0.2             ;443             ;965.57;
23/05/2024;17:15:00;1             ;445             ;973.43;
23/05/2024;17:30:00;0.6             ;447             ;981.31;
23/05/2024;17:45:00;0             ;450             ;993.17;
23/05/2024;18:00:00;0.6             ;450             ;993.17;
23/05/2024;18:15:00;1.4             ;454             ;1,009.06;
23/05/2024;18:30:00;1.6             ;458             ;1,025.03;
23/05/2024;18:45:00;0.2             ;458             ;1,025.03;
23/05/2024;19:00:00;0.4             ;461             ;1,037.06;
23/05/2024;19:15:00;3             ;461             ;1,037.06;
23/05/2024;19:30:00;3             ;463             ;1,045.11;
23/05/2024;19:45:00;0.6             ;468             ;1,065.31;
23/05/2024;20:00:00;0             ;469             ;1,069.37;
23/05/2024;20:15:00;0             ;471             ;1,077.5;
23/05/2024;20:30:00;0             ;472             ;1,081.57;
23/05/2024;20:45:00;0.6             ;472             ;1,081.57;
23/05/2024;21:00:00;0.4             ;474             ;1,089.72;
23/05/2024;21:15:00;0.4             ;475             ;1,093.81;
23/05/2024;21:30:00;1.4             ;477             ;1,101.99;
23/05/2024;21:45:00;0.4             ;481             ;1,118.42;
23/05/2024;22:00:00;3.6             ;478             ;1,106.09;
23/05/2024;22:15:00;2.4             ;483             ;1,126.67;
23/05/2024;22:30:00;0.4             ;483             ;1,126.67;
23/05/2024;22:45:00;0             ;483             ;1,126.67;
23/05/2024;23:00:00;0             ;484             ;1,130.8;
23/05/2024;23:15:00;0             ;484             ;1,130.8;
23/05/2024;23:30:00;0.2             ;487             ;1,143.22;
23/05/2024;23:45:00;0.6             ;488             ;1,147.37;
24/05/2024;00:00:00;1             ;488             ;1,147.37;
24/05/2024;00:15:00;0.4             ;490             ;1,155.68;
24/05/2024;00:30:00;0             ;492             ;1,164.01;
24/05/2024;00:45:00;0             ;494             ;1,172.37;
24/05/2024;01:00:00;0             ;497             ;1,184.93;
24/05/2024;01:15:00;0             ;500             ;1,197.54;
24/05/2024;01:30:00;0             ;503             ;1,210.19;
24/05/2024;01:45:00;0             ;506             ;1,222.88;
24/05/2024;02:00:00;0             ;508             ;1,231.37;
24/05/2024;02:15:00;0             ;511             ;1,244.14;
24/05/2024;02:30:00;0             ;512             ;1,248.4;
24/05/2024;02:45:00;0             ;513             ;1,252.67;
24/05/2024;03:00:00;0             ;515             ;1,261.22;
24/05/2024;03:15:00;0             ;517             ;1,269.8;
24/05/2024;03:30:00;0             ;515             ;1,261.22;
24/05/2024;03:45:00;0             ;517             ;1,269.8;
24/05/2024;04:00:00;0             ;518             ;1,274.09;
24/05/2024;04:15:00;0             ;520             ;1,282.69;
24/05/2024;04:30:00;0             ;522             ;1,291.31;
24/05/2024;04:45:00;0             ;522             ;1,291.31;
24/05/2024;05:00:00;0             ;522             ;1,291.31;
24/05/2024;05:15:00;0             ;525             ;1,304.27;
24/05/2024;05:30:00;0             ;527             ;1,312.94;
24/05/2024;05:45:00;0             ;528             ;1,317.28;
24/05/2024;06:00:00;0             ;528             ;1,317.28;
24/05/2024;06:15:00;0             ;529             ;1,321.62;
24/05/2024;06:30:00;0             ;531             ;1,330.32;
24/05/2024;06:45:00;0             ;532             ;1,334.68;
24/05/2024;07:00:00;0             ;534             ;1,343.41;
24/05/2024;07:15:00;0             ;533             ;1,339.04;
24/05/2024;07:30:00;0             ;534             ;1,343.41;
24/05/2024;07:45:00;0             ;535             ;1,347.78;
24/05/2024;08:00:00;0             ;537             ;1,356.54;
24/05/2024;08:15:00;0             ;537             ;1,356.54;
24/05/2024;08:30:00;0             ;538             ;1,360.93;
24/05/2024;08:45:00;0             ;540             ;1,369.71;
24/05/2024;09:00:00;0             ;539             ;1,365.32;
24/05/2024;09:15:00;0             ;541             ;1,374.11;
24/05/2024;09:30:00;0             ;541             ;1,374.11;
24/05/2024;09:45:00;0             ;542             ;1,378.52;
24/05/2024;10:00:00;0             ;543             ;1,382.93;
24/05/2024;10:15:00;0             ;545             ;1,391.76;
24/05/2024;10:30:00;0             ;544             ;1,387.34;
24/05/2024;10:45:00;0             ;546             ;1,396.18;
24/05/2024;11:00:00;0             ;548             ;1,405.04;
24/05/2024;11:15:00;0             ;549             ;1,409.47;
24/05/2024;11:30:00;0             ;549             ;1,409.47;
24/05/2024;11:45:00;0             ;551             ;1,418.36;
24/05/2024;12:00:00;0             ;552             ;1,422.81;
24/05/2024;12:15:00;0             ;553             ;1,427.26;
24/05/2024;12:30:00;0             ;557             ;1,445.13;
24/05/2024;12:45:00;0             ;559             ;1,454.08;
24/05/2024;13:00:00;0             ;559             ;1,454.08;
24/05/2024;13:15:00;0             ;563             ;1,472.05;
24/05/2024;13:30:00;0             ;563             ;1,472.05;
24/05/2024;13:45:00;0             ;565             ;1,481.06;
24/05/2024;14:00:00;0             ;567             ;1,490.09;
24/05/2024;14:15:00;0             ;568             ;1,494.61;
24/05/2024;14:30:00;0             ;570             ;1,503.67;
24/05/2024;14:45:00;0.4             ;572             ;1,507.67;
24/05/2024;15:00:00;0             ;573             ;1,511.6;
24/05/2024;15:15:00;0.4             ;574             ;1,515.53;
24/05/2024;15:30:00;0.2             ;572             ;1,507.67;
24/05/2024;15:45:00;0             ;571             ;1,503.75;
24/05/2024;16:00:00;0             ;571             ;1,503.75;
24/05/2024;16:15:00;0             ;573             ;1,511.6;
24/05/2024;16:30:00;0.6             ;571             ;1,503.75;
24/05/2024;16:45:00;0.8             ;571             ;1,503.75;
24/05/2024;17:00:00;1.4             ;573             ;1,511.6;
24/05/2024;17:15:00;0.2             ;573             ;1,511.6;
24/05/2024;17:30:00;0.2             ;572             ;1,507.67;
24/05/2024;17:45:00;0             ;573             ;1,511.6;
24/05/2024;18:00:00;0             ;575             ;1,519.47;
24/05/2024;18:15:00;0             ;576             ;1,523.4;
24/05/2024;18:30:00;0             ;576             ;1,523.4;
24/05/2024;18:45:00;0             ;578             ;1,531.29;
24/05/2024;19:00:00;0             ;581             ;1,543.14;
24/05/2024;19:15:00;0             ;583             ;1,551.05;
24/05/2024;19:30:00;0             ;583             ;1,551.05;
24/05/2024;19:45:00;0             ;584             ;1,555.01;
24/05/2024;20:00:00;0             ;589             ;1,574.87;
24/05/2024;20:15:00;0             ;591             ;1,582.84;
24/05/2024;20:30:00;0             ;591             ;1,582.84;
24/05/2024;20:45:00;0             ;593             ;1,590.82;
24/05/2024;21:00:00;0             ;590             ;1,578.85;
24/05/2024;21:15:00;0             ;593             ;1,590.82;
24/05/2024;21:30:00;0             ;594             ;1,594.81;
24/05/2024;21:45:00;0             ;595             ;1,598.81;
24/05/2024;22:00:00;0             ;595             ;1,598.81;
24/05/2024;22:15:00;0             ;599             ;1,614.82;
24/05/2024;22:30:00;0             ;597             ;1,606.81;
24/05/2024;22:45:00;0             ;596             ;1,602.81;
24/05/2024;23:00:00;0             ;597             ;1,606.81;
24/05/2024;23:15:00;0             ;598             ;1,610.82;
24/05/2024;23:30:00;0             ;599             ;1,614.82;
24/05/2024;23:45:00;0             ;600             ;1,618.84;
25/05/2024;00:00:00;0             ;598             ;1,610.82;
25/05/2024;00:15:00;0             ;600             ;1,618.84;
25/05/2024;00:30:00;0             ;601             ;1,622.85;
25/05/2024;00:45:00;0             ;601             ;1,622.85;
25/05/2024;01:00:00;0             ;600             ;1,618.84;
25/05/2024;01:15:00;0             ;601             ;1,622.85;
25/05/2024;01:30:00;0             ;600             ;1,618.84;
25/05/2024;01:45:00;0             ;600             ;1,618.84;
25/05/2024;02:00:00;0             ;600             ;1,618.84;
25/05/2024;02:15:00;0             ;600             ;1,618.84;
25/05/2024;02:30:00;0             ;601             ;1,622.85;
25/05/2024;02:45:00;0             ;601             ;1,622.85;
25/05/2024;03:00:00;0             ;601             ;1,622.85;
25/05/2024;03:15:00;0             ;602             ;1,626.87;
25/05/2024;03:30:00;0             ;604             ;1,634.92;
25/05/2024;03:45:00;0             ;603             ;1,630.89;
25/05/2024;04:00:00;0             ;603             ;1,630.89;
25/05/2024;04:15:00;0             ;604             ;1,634.92;
25/05/2024;04:30:00;0             ;605             ;1,638.95;
25/05/2024;04:45:00;0             ;606             ;1,642.98;
25/05/2024;05:00:00;0             ;606             ;1,642.98;
25/05/2024;05:15:00;0             ;607             ;1,647.01;
25/05/2024;05:30:00;0             ;606             ;1,642.98;
25/05/2024;05:45:00;0             ;606             ;1,642.98;
25/05/2024;06:00:00;0             ;608             ;1,651.05;
25/05/2024;06:15:00;0             ;609             ;1,655.09;
25/05/2024;06:30:00;0             ;610             ;1,659.13;
25/05/2024;06:45:00;0             ;609             ;1,655.09;
25/05/2024;07:00:00;0             ;611             ;1,663.18;
25/05/2024;07:15:00;0             ;611             ;1,663.18;
25/05/2024;07:30:00;0             ;610             ;1,659.13;
25/05/2024;07:45:00;0             ;610             ;1,659.13;
25/05/2024;08:00:00;0             ;611             ;1,663.18;
25/05/2024;08:15:00;0             ;612             ;1,667.23;
25/05/2024;08:30:00;0             ;613             ;1,671.28;
25/05/2024;08:45:00;0             ;611             ;1,663.18;
25/05/2024;09:00:00;0             ;614             ;1,675.34;
25/05/2024;09:15:00;0             ;615             ;1,679.39;
25/05/2024;09:30:00;0             ;616             ;1,683.46;
25/05/2024;09:45:00;0             ;616             ;1,683.46;
25/05/2024;10:00:00;0             ;617             ;1,687.52;
25/05/2024;10:15:00;0             ;617             ;1,687.52;
25/05/2024;10:30:00;0             ;616             ;1,683.46;
25/05/2024;10:45:00;0             ;617             ;1,687.52;
25/05/2024;11:00:00;0             ;616             ;1,683.46;
25/05/2024;11:15:00;0             ;617             ;1,687.52;
25/05/2024;11:30:00;0             ;618             ;1,691.59;
25/05/2024;11:45:00;0             ;617             ;1,687.52;
25/05/2024;12:00:00;0             ;618             ;1,691.59;
25/05/2024;12:15:00;0             ;616             ;1,683.46;
25/05/2024;12:30:00;0             ;616             ;1,683.46;
25/05/2024;12:45:00;0             ;615             ;1,679.39;
25/05/2024;13:00:00;0             ;615             ;1,679.39;
25/05/2024;13:15:00;0             ;616             ;1,683.46;
25/05/2024;13:30:00;0             ;612             ;1,667.23;
25/05/2024;13:45:00;0             ;615             ;1,679.39;
25/05/2024;14:00:00;0             ;613             ;1,671.28;
25/05/2024;14:15:00;0             ;614             ;1,675.34;
25/05/2024;14:30:00;0             ;613             ;1,671.28;
25/05/2024;14:45:00;0             ;612             ;1,667.23;
25/05/2024;15:00:00;0             ;613             ;1,671.28;
25/05/2024;15:15:00;0             ;610             ;1,659.13;
25/05/2024;15:30:00;0             ;610             ;1,659.13;
25/05/2024;15:45:00;0             ;609             ;1,655.09;
25/05/2024;16:00:00;0             ;607             ;1,647.01;
25/05/2024;16:15:00;0             ;607             ;1,647.01;
25/05/2024;16:30:00;0             ;606             ;1,642.98;
25/05/2024;16:45:00;0             ;604             ;1,634.92;
25/05/2024;17:00:00;0             ;604             ;1,634.92;
25/05/2024;17:15:00;0             ;602             ;1,626.87;
25/05/2024;17:30:00;0             ;603             ;1,630.89;
25/05/2024;17:45:00;0             ;599             ;1,614.82;
25/05/2024;18:00:00;0             ;599             ;1,614.82;
25/05/2024;18:15:00;0             ;598             ;1,610.82;
25/05/2024;18:30:00;0             ;597             ;1,606.81;
25/05/2024;18:45:00;0             ;596             ;1,602.81;
25/05/2024;19:00:00;0             ;595             ;1,598.81;
25/05/2024;19:15:00;0             ;594             ;1,594.81;
25/05/2024;19:30:00;0             ;593             ;1,590.82;
25/05/2024;19:45:00;0             ;592             ;1,586.83;
25/05/2024;20:00:00;0             ;592             ;1,586.83;
25/05/2024;20:15:00;0             ;591             ;1,582.84;
25/05/2024;20:30:00;0             ;590             ;1,578.85;
25/05/2024;20:45:00;0             ;588             ;1,570.89;
25/05/2024;21:00:00;0             ;588             ;1,570.89;
25/05/2024;21:15:00;0             ;586             ;1,562.95;
25/05/2024;21:30:00;0             ;586             ;1,562.95;
25/05/2024;21:45:00;0             ;585             ;1,558.98;
25/05/2024;22:00:00;0             ;585             ;1,558.98;
25/05/2024;22:15:00;0             ;583             ;1,551.05;
25/05/2024;22:30:00;0             ;581             ;1,543.14;
25/05/2024;22:45:00;0             ;580             ;1,539.18;
25/05/2024;23:00:00;0             ;579             ;1,535.23;
25/05/2024;23:15:00;0             ;578             ;1,531.29;
25/05/2024;23:30:00;0             ;576             ;1,523.4;
25/05/2024;23:45:00;0             ;576             ;1,523.4;
26/05/2024;00:00:00;0             ;575             ;1,519.47;
26/05/2024;00:15:00;0             ;572             ;1,507.67;
26/05/2024;00:30:00;0             ;571             ;1,503.75;
26/05/2024;00:45:00;0             ;570             ;1,503.67;
26/05/2024;01:00:00;0             ;568             ;1,494.61;
26/05/2024;01:15:00;0             ;566             ;1,485.58;
26/05/2024;01:30:00;0             ;566             ;1,485.58;
26/05/2024;01:45:00;0             ;565             ;1,481.06;
26/05/2024;02:00:00;0             ;563             ;1,472.05;
26/05/2024;02:15:00;0             ;561             ;1,463.06;
26/05/2024;02:30:00;0             ;559             ;1,454.08;
26/05/2024;02:45:00;0             ;558             ;1,449.6;
26/05/2024;03:00:00;0             ;556             ;1,440.65;
26/05/2024;03:15:00;0             ;553             ;1,427.26;
26/05/2024;03:30:00;0             ;552             ;1,422.81;
26/05/2024;03:45:00;0             ;546             ;1,396.18;
26/05/2024;04:00:00;0             ;545             ;1,391.76;
26/05/2024;04:15:00;0             ;544             ;1,387.34;
26/05/2024;04:30:00;0             ;541             ;1,374.11;
26/05/2024;04:45:00;0             ;541             ;1,374.11;
26/05/2024;05:00:00;0             ;537             ;1,356.54;
26/05/2024;05:15:00;0             ;536             ;1,352.16;
26/05/2024;05:30:00;0             ;533             ;1,339.04;
26/05/2024;05:45:00;0             ;534             ;1,343.41;
26/05/2024;06:00:00;0             ;533             ;1,339.04;
26/05/2024;06:15:00;0             ;531             ;1,330.32;
26/05/2024;06:30:00;0             ;533             ;1,339.04;
26/05/2024;06:45:00;0             ;530             ;1,325.97;
26/05/2024;07:00:00;0             ;530             ;1,325.97;
26/05/2024;07:15:00;0.2             ;529             ;1,321.62;
26/05/2024;07:30:00;0             ;529             ;1,321.62;
26/05/2024;07:45:00;0             ;526             ;1,308.6;
26/05/2024;08:00:00;0             ;528             ;1,317.28;
26/05/2024;08:15:00;0             ;524             ;1,299.94;
26/05/2024;08:30:00;0             ;525             ;1,304.27;
26/05/2024;08:45:00;0             ;525             ;1,304.27;
26/05/2024;09:00:00;0             ;524             ;1,299.94;
26/05/2024;09:15:00;0             ;525             ;1,304.27;
26/05/2024;09:30:00;0             ;525             ;1,304.27;
26/05/2024;09:45:00;0             ;522             ;1,291.31;
26/05/2024;10:00:00;0             ;522             ;1,291.31;
26/05/2024;10:15:00;0             ;522             ;1,291.31;
26/05/2024;10:30:00;0             ;522             ;1,291.31;
26/05/2024;10:45:00;0             ;522             ;1,291.31;
26/05/2024;11:00:00;0             ;523             ;1,295.62;
26/05/2024;11:15:00;0             ;522             ;1,291.31;
26/05/2024;11:30:00;0             ;521             ;1,287;
26/05/2024;11:45:00;0             ;518             ;1,274.09;
26/05/2024;12:00:00;0             ;518             ;1,274.09;
26/05/2024;12:15:00;0             ;515             ;1,261.22;
26/05/2024;12:30:00;0             ;515             ;1,261.22;
26/05/2024;12:45:00;0             ;516             ;1,265.51;
26/05/2024;13:00:00;0             ;517             ;1,269.8;
26/05/2024;13:15:00;0             ;515             ;1,261.22;
26/05/2024;13:30:00;0             ;513             ;1,252.67;
26/05/2024;13:45:00;0             ;514             ;1,256.94;
26/05/2024;14:00:00;0             ;513             ;1,252.67;
26/05/2024;14:15:00;0             ;513             ;1,252.67;
26/05/2024;14:30:00;0             ;512             ;1,248.4;
26/05/2024;14:45:00;0             ;509             ;1,235.62;
26/05/2024;15:00:00;0             ;508             ;1,231.37;
26/05/2024;15:15:00;0             ;506             ;1,222.88;
26/05/2024;15:30:00;0             ;506             ;1,222.88;
26/05/2024;15:45:00;0             ;507             ;1,227.13;
26/05/2024;16:00:00;0             ;506             ;1,222.88;
26/05/2024;16:15:00;0             ;504             ;1,214.42;
26/05/2024;16:30:00;0             ;501             ;1,201.75;
26/05/2024;16:45:00;0             ;503             ;1,210.19;
26/05/2024;17:00:00;0             ;501             ;1,201.75;
26/05/2024;17:15:00;0             ;500             ;1,197.54;
26/05/2024;17:30:00;0             ;500             ;1,197.54;
26/05/2024;17:45:00;0             ;499             ;1,193.33;
26/05/2024;18:00:00;0             ;498             ;1,189.13;
26/05/2024;18:15:00;0             ;497             ;1,184.93;
26/05/2024;18:30:00;0             ;499             ;1,193.33;
26/05/2024;18:45:00;0             ;498             ;1,189.13;
26/05/2024;19:00:00;0             ;496             ;1,180.74;
26/05/2024;19:15:00;0             ;496             ;1,180.74;
26/05/2024;19:30:00;0             ;495             ;1,176.55;
26/05/2024;19:45:00;0             ;495             ;1,176.55;
26/05/2024;20:00:00;0             ;496             ;1,180.74;
26/05/2024;20:15:00;0             ;495             ;1,176.55;
26/05/2024;20:30:00;0             ;491             ;1,159.85;
26/05/2024;20:45:00;0             ;493             ;1,168.19;
26/05/2024;21:00:00;0             ;495             ;1,176.55;
26/05/2024;21:15:00;0             ;495             ;1,176.55;
26/05/2024;21:30:00;0             ;493             ;1,168.19;
26/05/2024;21:45:00;0             ;494             ;1,172.37;
26/05/2024;22:00:00;0             ;491             ;1,159.85;
26/05/2024;22:15:00;0             ;493             ;1,168.19;
26/05/2024;22:30:00;0             ;492             ;1,164.01;
26/05/2024;22:45:00;0             ;491             ;1,159.85;
26/05/2024;23:00:00;0             ;490             ;1,155.68;
26/05/2024;23:15:00;0             ;488             ;1,147.37;
26/05/2024;23:30:00;0             ;489             ;1,151.52;
26/05/2024;23:45:00;0             ;489             ;1,151.52;
27/05/2024;00:00:00;0             ;487             ;1,143.22;
27/05/2024;00:15:00;0             ;487             ;1,143.22;
27/05/2024;00:30:00;0             ;485             ;1,134.93;
27/05/2024;00:45:00;0             ;486             ;1,139.07;
27/05/2024;01:00:00;0             ;485             ;1,134.93;
27/05/2024;01:15:00;0             ;483             ;1,126.67;
27/05/2024;01:30:00;0             ;485             ;1,134.93;
27/05/2024;01:45:00;0             ;484             ;1,130.8;
27/05/2024;02:00:00;0             ;483             ;1,126.67;
27/05/2024;02:15:00;0             ;483             ;1,126.67;
27/05/2024;02:30:00;0             ;482             ;1,122.54;
27/05/2024;02:45:00;0             ;482             ;1,122.54;
27/05/2024;03:00:00;0             ;480             ;1,114.31;
27/05/2024;03:15:00;0             ;480             ;1,114.31;
27/05/2024;03:30:00;0             ;479             ;1,110.2;
27/05/2024;03:45:00;0             ;479             ;1,110.2;
27/05/2024;04:00:00;0.6             ;477             ;1,101.99;
27/05/2024;04:15:00;0.4             ;477             ;1,101.99;
27/05/2024;04:30:00;0             ;477             ;1,101.99;
27/05/2024;04:45:00;0.2             ;476             ;1,097.9;
27/05/2024;05:00:00;0             ;476             ;1,097.9;
27/05/2024;05:15:00;0.2             ;475             ;1,093.81;
27/05/2024;05:30:00;0             ;474             ;1,089.72;
27/05/2024;05:45:00;0             ;474             ;1,089.72;
27/05/2024;06:00:00;0.2             ;473             ;1,085.64;
27/05/2024;06:15:00;0.2             ;472             ;1,081.57;
27/05/2024;06:30:00;0.4             ;473             ;1,085.64;
27/05/2024;06:45:00;0             ;472             ;1,081.57;
27/05/2024;07:00:00;0.2             ;471             ;1,077.5;
27/05/2024;07:15:00;0.2             ;470             ;1,073.43;
27/05/2024;07:30:00;0             ;469             ;1,069.37;
27/05/2024;07:45:00;0.2             ;468             ;1,065.31;
27/05/2024;08:00:00;0             ;468             ;1,065.31;
27/05/2024;08:15:00;0             ;467             ;1,061.26;
27/05/2024;08:30:00;0             ;468             ;1,065.31;
27/05/2024;08:45:00;0             ;467             ;1,061.26;
27/05/2024;09:00:00;0.2             ;465             ;1,053.18;
27/05/2024;09:15:00;0.4             ;465             ;1,053.18;
27/05/2024;09:30:00;0.4             ;466             ;1,057.22;
27/05/2024;09:45:00;0.6             ;465             ;1,053.18;
27/05/2024;10:00:00;0.2             ;465             ;1,053.18;
27/05/2024;10:15:00;0             ;463             ;1,045.11;
27/05/2024;10:30:00;0.2             ;465             ;1,053.18;
27/05/2024;10:45:00;0.4             ;464             ;1,049.14;
27/05/2024;11:00:00;0.6             ;464             ;1,049.14;
27/05/2024;11:15:00;0.4             ;465             ;1,053.18;
27/05/2024;11:30:00;0.8             ;464             ;1,049.14;
27/05/2024;11:45:00;1             ;464             ;1,049.14;
27/05/2024;12:00:00;0.4             ;464             ;1,049.14;
27/05/2024;12:15:00;0.6             ;463             ;1,045.11;
27/05/2024;12:30:00;0             ;463             ;1,045.11;
27/05/2024;12:45:00;0.2             ;462             ;1,041.09;
27/05/2024;13:00:00;0             ;462             ;1,041.09;
27/05/2024;13:15:00;0.4             ;463             ;1,045.11;
27/05/2024;13:30:00;0             ;461             ;1,037.06;
27/05/2024;13:45:00;0.2             ;461             ;1,037.06;
27/05/2024;14:00:00;0.2             ;460             ;1,033.05;
27/05/2024;14:15:00;0.2             ;460             ;1,033.05;
27/05/2024;14:30:00;0.2             ;460             ;1,033.05;
27/05/2024;14:45:00;0             ;460             ;1,033.05;
27/05/2024;15:00:00;0.2             ;459             ;1,029.04;
27/05/2024;15:15:00;0.2             ;458             ;1,025.03;
27/05/2024;15:30:00;0.2             ;459             ;1,029.04;
27/05/2024;15:45:00;0.2             ;458             ;1,025.03;
27/05/2024;16:00:00;0             ;457             ;1,021.03;
27/05/2024;16:15:00;0.2             ;456             ;1,017.04;
27/05/2024;16:30:00;0.2             ;457             ;1,021.03;
27/05/2024;16:45:00;0.2             ;456             ;1,017.04;
27/05/2024;17:00:00;0.2             ;456             ;1,017.04;
27/05/2024;17:15:00;0.4             ;454             ;1,009.06;
27/05/2024;17:30:00;0             ;453             ;1,005.08;
27/05/2024;17:45:00;0.2             ;454             ;1,009.06;
27/05/2024;18:00:00;0.2             ;454             ;1,009.06;
27/05/2024;18:15:00;0.4             ;452             ;1,001.11;
27/05/2024;18:30:00;0.4             ;452             ;1,001.11;
27/05/2024;18:45:00;0.2             ;452             ;1,001.11;
27/05/2024;19:00:00;0             ;452             ;1,001.11;
27/05/2024;19:15:00;0.2             ;451             ;997.14;
27/05/2024;19:30:00;0             ;451             ;997.14;
27/05/2024;19:45:00;0             ;451             ;997.14;
27/05/2024;20:00:00;0             ;451             ;997.14;
27/05/2024;20:15:00;0             ;451             ;997.14;
27/05/2024;20:30:00;0             ;450             ;993.17;
27/05/2024;20:45:00;0             ;451             ;997.14;
27/05/2024;21:00:00;0             ;451             ;997.14;
27/05/2024;21:15:00;0             ;451             ;997.14;
27/05/2024;21:30:00;0             ;451             ;997.14;
27/05/2024;21:45:00;0             ;451             ;997.14;
27/05/2024;22:00:00;0             ;451             ;997.14;
27/05/2024;22:15:00;0             ;451             ;997.14;
27/05/2024;22:30:00;0             ;452             ;1,001.11;
27/05/2024;22:45:00;0             ;453             ;1,005.08;
27/05/2024;23:00:00;0             ;453             ;1,005.08;
27/05/2024;23:15:00;0             ;453             ;1,005.08;
27/05/2024;23:30:00;0             ;454             ;1,009.06;
27/05/2024;23:45:00;0             ;454             ;1,009.06;
28/05/2024;00:00:00;0             ;454             ;1,009.06;
28/05/2024;00:15:00;0             ;454             ;1,009.06;
28/05/2024;00:30:00;0             ;455             ;1,013.05;
28/05/2024;00:45:00;0             ;455             ;1,013.05;
28/05/2024;01:00:00;0             ;455             ;1,013.05;
28/05/2024;01:15:00;0             ;454             ;1,009.06;
28/05/2024;01:30:00;0             ;455             ;1,013.05;
28/05/2024;01:45:00;0             ;455             ;1,013.05;
28/05/2024;02:00:00;0             ;455             ;1,013.05;
28/05/2024;02:15:00;0             ;455             ;1,013.05;
28/05/2024;02:30:00;0             ;454             ;1,009.06;
28/05/2024;02:45:00;0             ;454             ;1,009.06;
28/05/2024;03:00:00;0             ;452             ;1,001.11;
28/05/2024;03:15:00;0             ;451             ;997.14;
28/05/2024;03:30:00;0             ;451             ;997.14;
28/05/2024;03:45:00;0             ;452             ;1,001.11;
28/05/2024;04:00:00;0             ;450             ;993.17;
28/05/2024;04:15:00;0             ;451             ;997.14;
28/05/2024;04:30:00;0             ;453             ;1,005.08;
28/05/2024;04:45:00;0             ;453             ;1,005.08;
28/05/2024;05:00:00;0             ;453             ;1,005.08;
28/05/2024;05:15:00;0             ;453             ;1,005.08;
28/05/2024;05:30:00;0             ;452             ;1,001.11;
28/05/2024;05:45:00;0             ;453             ;1,005.08;
28/05/2024;06:00:00;0             ;453             ;1,005.08;
28/05/2024;06:15:00;0             ;453             ;1,005.08;
28/05/2024;06:30:00;0             ;454             ;1,009.06;
28/05/2024;06:45:00;0             ;454             ;1,009.06;
28/05/2024;07:00:00;0             ;451             ;997.14;
28/05/2024;07:15:00;0             ;451             ;997.14;
28/05/2024;07:30:00;0             ;455             ;1,013.05;
28/05/2024;07:45:00;0             ;454             ;1,009.06;
28/05/2024;08:00:00;0             ;455             ;1,013.05;
28/05/2024;08:15:00;0             ;454             ;1,009.06;
28/05/2024;08:30:00;0             ;452             ;1,001.11;
28/05/2024;08:45:00;0             ;452             ;1,001.11;
28/05/2024;09:00:00;0             ;455             ;1,013.05;
28/05/2024;09:15:00;0             ;456             ;1,017.04;
28/05/2024;09:30:00;0             ;456             ;1,017.04;
28/05/2024;09:45:00;0             ;454             ;1,009.06;
28/05/2024;10:00:00;0             ;457             ;1,021.03;
28/05/2024;10:15:00;0             ;459             ;1,029.04;
28/05/2024;10:30:00;0             ;458             ;1,025.03;
28/05/2024;10:45:00;0             ;457             ;1,021.03;
28/05/2024;11:00:00;0             ;456             ;1,017.04;
28/05/2024;11:15:00;0             ;457             ;1,021.03;
28/05/2024;11:30:00;0             ;458             ;1,025.03;
28/05/2024;11:45:00;0             ;460             ;1,033.05;
28/05/2024;12:00:00;0             ;460             ;1,033.05;
28/05/2024;12:15:00;0             ;460             ;1,033.05;
28/05/2024;12:30:00;0             ;461             ;1,037.06;
28/05/2024;12:45:00;0             ;460             ;1,033.05;
28/05/2024;13:00:00;0             ;461             ;1,037.06;
28/05/2024;13:15:00;0             ;460             ;1,033.05;
28/05/2024;13:30:00;0             ;462             ;1,041.09;
28/05/2024;13:45:00;0             ;463             ;1,045.11;
28/05/2024;14:00:00;0             ;461             ;1,037.06;
28/05/2024;14:15:00;0             ;462             ;1,041.09;
28/05/2024;14:30:00;0             ;464             ;1,049.14;
28/05/2024;14:45:00;0             ;462             ;1,041.09;
28/05/2024;15:00:00;0             ;463             ;1,045.11;
28/05/2024;15:15:00;0             ;463             ;1,045.11;
28/05/2024;15:30:00;0             ;463             ;1,045.11;
28/05/2024;15:45:00;0             ;463             ;1,045.11;
28/05/2024;16:00:00;0             ;464             ;1,049.14;
28/05/2024;16:15:00;0             ;465             ;1,053.18;
